"bench/./skelrm-parr-eden-cp 9941 32 +RTS -N32",1.7664046525890094,1.7637999453702429,1.7695643526598683,8.374577021617364e-3,5.796564016167069e-3,1.226796050252767e-2
"bench/./skelrm-parr-eden-cp 9941 32 +RTS -N16",2.213617544993735,2.2019678593267877,2.2279690965181116,3.560733177012581e-2,2.9367332314034246e-2,4.404526171552379e-2
"bench/./skelrm-parr-eden-cp 9941 32 +RTS -N8",3.858465953680439,3.855608959637366,3.861109188895141,7.10577887578764e-3,5.606975218613346e-3,9.087154632381047e-3
"bench/./skelrm-parr-eden-cp 9941 32 +RTS -N4",7.433188024954616,7.4296382348372445,7.4372549139754875,7.7400719363540415e-3,4.940114638207367e-3,1.1926770258106335e-2
"bench/./skelrm-parr-eden-cp 9941 32 +RTS -N2",14.203583012542143,14.198968753432988,14.211023710577498,1.0101872984203395e-2,6.017717037091162e-3,1.6165520903654196e-2
"bench/./skelrm-parr-eden-cp 9941 32 +RTS -N1",28.051867928972925,28.04596697824726,28.056848888181573,7.80172690834743e-3,5.6698383534155485e-3,1.0363705756153271e-2
"bench/./skelrm-parr-mult 9941 32 +RTS -N32",1.868992351987042,1.8661707433670216,1.8727679586142978,9.303594674269212e-3,7.357426066413225e-3,1.1633036411803337e-2
"bench/./skelrm-parr-mult 9941 32 +RTS -N16",2.3863575572385805,2.3685951354901067,2.3987161757914235,3.909623042624616e-2,2.486261561842334e-2,5.976318436394844e-2
"bench/./skelrm-parr-mult 9941 32 +RTS -N8",4.068366825780968,4.061163373532461,4.076048578320128,1.673194623981203e-2,1.2439746389694766e-2,2.4702107930743428e-2
"bench/./skelrm-parr-mult 9941 32 +RTS -N4",7.586487938879546,7.578222023296996,7.592003930623078,1.282885217393135e-2,6.583371950494651e-3,2.142446010305739e-2
"bench/./skelrm-parr-mult 9941 32 +RTS -N2",14.543101892892537,14.356079649149478,14.897005905170378,0.39766418422864913,6.78640981684573e-3,0.5377836996332013
"bench/./skelrm-parr-mult 9941 32 +RTS -N1",28.087770912615714,28.05802128678786,28.098825184223177,2.3472423612278876e-2,7.088251030660908e-3,3.311222677773402e-2
"bench/./skelrm-parr-par 9941 32 +RTS -N32",1.888057035093534,1.8797225808720581,1.9054278617742384,3.1434712196499306e-2,1.7852128731209914e-2,5.537494673785706e-2
"bench/./skelrm-parr-par 9941 32 +RTS -N16",2.1922264227910815,2.1794745209614277,2.2133069010329303,4.246830898666879e-2,3.053429858360748e-2,7.112348931974137e-2
"bench/./skelrm-parr-par 9941 32 +RTS -N8",3.9250304735412,3.921283513716649,3.929233549468872,9.416896813945929e-3,7.815825412837443e-3,1.1746939055582608e-2
"bench/./skelrm-parr-par 9941 32 +RTS -N4",7.526553814809118,7.52192844120447,7.53028589874165,8.353240269398736e-3,6.6981023188727165e-3,1.0736375878162247e-2
"bench/./skelrm-parr-par 9941 32 +RTS -N2",14.312760476633963,14.309952802610265,14.316958880182838,5.9793599022469395e-3,3.627445446867427e-3,1.0140258256109681e-2
"bench/./skelrm-parr-par 9941 32 +RTS -N1",28.39030329167365,28.377244682767344,28.399181188927347,1.6204603221413122e-2,9.098869969869989e-3,2.411582384214773e-2

